state,zipcode,a00100,a18300,a06500
VA,22152,519734,37493,66776
VA,22152,401175,28749,76521
VA,22153,39187,960,879
VA,22153,80164,3102,4585
VA,22153,104929,6171,8393
VA,22153,146665,10148,13704
VA,22153,619254,47092,78195
VA,22153,517835,38264,100160
VA,22172,20091,165,365
VA,22172,39778,880,1952
VA,22172,32817,1487,2374
VA,22172,30634,1842,2658
VA,22172,99758,7418,11866
VA,22172,45573,3130,8693
VA,22180,30239,1119,678
VA,22180,60578,2194,3890
VA,22180,80557,4466,7839
VA,22180,102811,6887,11398
VA,22180,421622,35786,54688
VA,22180,797766,64917,178439
VA,22181,15470,550,387
VA,22181,29242,1363,1756
VA,22181,41499,2391,3909
VA,22181,50743,3453,5358
VA,22181,260662,22157,33746
VA,22181,718434,56316,168918
VA,22182,23098,1320,581
VA,22182,41644,1868,2721
VA,22182,58437,3781,5498
VA,22182,72310,5710,7586
VA,22182,412322,37429,52756
VA,22182,2059252,147067,462972
VA,22191,136723,1921,2197
VA,22191,304675,9053,14334
VA,22191,312988,14551,23379
VA,22191,289511,16698,28673
VA,22191,611227,42500,77984
VA,22191,240176,17512,45225
VA,22192,83471,1653,1623
VA,22192,200907,6485,10870
VA,22192,268970,13593,22135
VA,22192,287643,17836,28017
VA,22192,817585,58543,103585
VA,22192,505130,37182,99364
VA,22193,147723,2364,2609
VA,22193,312408,11172,14772
VA,22193,334418,18927,23837
VA,22193,341805,22443,30812
VA,22193,852558,62606,103473
VA,22193,332078,23450,60610
VA,22201,36732,749,1021
VA,22201,154488,1543,12929
VA,22201,282549,4332,36602
VA,22201,273098,8472,40885
VA,22201,698878,40856,114491
VA,22201,1134314,85737,269234
VA,22202,21364,366,596
VA,22202,85401,1020,7029
VA,22202,161721,3019,20197
VA,22202,177953,4857,25995
VA,22202,465411,24247,75350
VA,22202,467532,32198,101519
VA,22203,31182,559,705
VA,22203,97985,1355,7538
VA,22203,160338,2859,20218
VA,22203,149634,4780,21982
VA,22203,386985,24030,61303
VA,22203,470692,32259,108223
VA,22204,104802,1565,1976
VA,22204,243768,5467,15038
VA,22204,283237,9132,29639
VA,22204,250266,11390,31564
VA,22204,568339,36378,83563
VA,22204,387131,27970,80620
VA,22205,18629,572,452
VA,22205,43103,1113,3228
VA,22205,62055,2410,6732
VA,22205,59692,4179,6801
VA,22205,305845,25923,39774
VA,22205,723687,55800,155929
VA,22206,26369,522,561
VA,22206,81977,1749,5772
VA,22206,143221,4075,16371
VA,22206,160043,6755,21809
VA,22206,444186,26472,68031
VA,22206,236888,15887,48551
VA,22207,29521,1222,876
VA,22207,69190,2350,4912
VA,22207,95267,4580,10159
VA,22207,93809,6580,10834
VA,22207,485455,41900,64167
VA,22207,2544262,188168,615478
VA,22209,18269,344,462
VA,22209,67416,780,5447
VA,22209,99379,1485,12540
VA,22209,83728,2407,12255
VA,22209,190090,11092,30961
VA,22209,533957,37448,133167
VA,22211,7077,0,320
VA,22211,3003,0,242
VA,22211,0,0,0
VA,22211,2216,152,252
VA,22211,7062,0,1141
VA,22211,0,0,0
VA,22213,2784,0,93
VA,22213,7356,285,552
VA,22213,12989,541,1363
VA,22213,15186,796,1886
VA,22213,70474,4994,10164
VA,22213,166943,12490,39333
VA,22301,10397,371,254
VA,22301,31778,1031,2302
VA,22301,48711,1951,5368
VA,22301,63382,3567,8123
VA,22301,257826,20875,35694
VA,22301,529308,40696,121148
VA,22302,20384,505,480
VA,22302,61943,1651,4315
VA,22302,102904,3761,11493
VA,22302,117524,5717,15663
VA,22302,297504,19702,43782
VA,22302,547488,43076,128983
VA,22303,24901,489,520
VA,22303,75351,1823,5032
VA,22303,95400,3253,10073
VA,22303,109266,5182,13679
VA,22303,217816,13166,31663
VA,22303,100144,6904,19577
VA,22304,85566,1145,1608
VA,22304,221914,4749,13944
VA,22304,275772,9039,28637
VA,22304,261355,12500,32947
VA,22304,585066,37565,85739
VA,22304,657059,46653,151040
VA,22305,33591,538,563
VA,22305,67911,1806,3884
VA,22305,72240,2498,7581
VA,22305,67983,3031,8900
VA,22305,190034,13296,26709
VA,22305,257868,18259,55468
VA,22306,76626,1010,1138
VA,22306,148450,3687,7210
VA,22306,132868,5246,11000
VA,22306,112728,6356,12169
VA,22306,313330,22740,41960
VA,22306,212615,15302,42196
VA,22307,11491,384,229
VA,22307,31131,1358,1906
VA,22307,46628,2612,4564
VA,22307,53865,3633,6155
VA,22307,178837,14181,24268
VA,22307,435322,33405,101517
VA,22308,9984,513,262
VA,22308,18517,976,1208
VA,22308,28288,2050,2456
VA,22308,45251,3379,4292
VA,22308,287286,24457,35938
VA,22308,690361,51082,160457
VA,22309,69494,1254,1136
VA,22309,140694,4490,6784
VA,22309,130646,7060,10082
VA,22309,125418,7556,12588
VA,22309,337028,24831,43668
VA,22309,454963,34330,100698
VA,22310,39623,1235,816
VA,22310,100894,3964,6094
VA,22310,134587,7107,12478
VA,22310,158059,9523,17514
VA,22310,508326,37510,68332
VA,22310,423404,31266,88277
VA,22311,43011,511,733
VA,22311,96944,1753,5649
VA,22311,100051,2552,10055
VA,22311,85860,3128,10718
VA,22311,170488,9699,24866
VA,22311,141576,9667,28784
VA,22312,66272,1152,1088
VA,22312,139912,4185,7365
VA,22312,143634,6564,12828
VA,22312,125231,7454,13849
VA,22312,319637,22638,44096
VA,22312,298879,21965,63375
VA,22314,33056,1024,704
VA,22314,99302,2614,7370
VA,22314,173903,5590,20456
VA,22314,209540,9337,28632
VA,22314,693226,46461,105726
VA,22314,1538705,117697,360037
VA,22315,29558,917,646
VA,22315,69157,2322,4170
VA,22315,113164,5636,10318
VA,22315,167558,9702,18397
VA,22315,602364,42919,82169
VA,22315,399866,29145,77946
VA,22401,55651,428,1104
VA,22401,105682,1347,6377
VA,22401,93473,2648,8928
VA,22401,82175,3827,8844
VA,22401,208697,12591,27548
VA,22401,191826,12212,42448
VA,22405,49546,625,1024
VA,22405,92337,2242,5082
VA,22405,115340,4912,9129
VA,22405,141307,7663,12608
VA,22405,440702,28904,54440
VA,22405,196095,12854,37487
VA,22406,36552,525,694
VA,22406,71610,1846,3976
VA,22406,87707,3733,6990
VA,22406,96556,5486,8513
VA,22406,359838,24870,43596
VA,22406,163950,11050,31769
VA,22407,106651,1377,2136
VA,22407,203612,5390,10746
VA,22407,229815,9409,17693
VA,22407,261272,13817,23674
VA,22407,665809,42291,80732
VA,22407,255021,16079,48951
VA,22408,51371,624,979
VA,22408,97823,2309,5234
VA,22408,109900,4571,8706
VA,22408,127459,6766,11855
VA,22408,357458,22871,43521
VA,22408,146253,9818,29667
VA,22427,7752,77,131
VA,22427,14208,282,789
VA,22427,12403,393,1012
VA,22427,12580,627,1220
VA,22427,23492,1382,2843
VA,22427,6806,413,1193
VA,22432,2231,0,30
VA,22432,3408,104,164
VA,22432,2921,191,229
VA,22432,2700,0,243
VA,22432,9780,512,1522
VA,22432,0,0,0
VA,22435,6681,56,96
VA,22435,10624,134,437
VA,22435,7641,192,522
VA,22435,7493,244,690
VA,22435,15372,878,2751
VA,22435,0,0,0
VA,22436,2055,101,28
VA,22436,2926,0,145
VA,22436,3801,239,301
VA,22436,2420,0,218
VA,22436,5503,281,692
VA,22436,0,0,0
VA,22437,1483,0,19
VA,22437,2103,0,119
VA,22437,2629,296,207
VA,22437,1997,0,184
VA,22437,5350,274,697
VA,22437,0,0,0
VA,22438,1194,58,15
VA,22438,2439,0,126
VA,22438,3137,137,252
VA,22438,0,0,0
VA,22438,4370,231,655
VA,22438,0,0,0
VA,22443,17453,250,301
VA,22443,32931,898,1744
VA,22443,34841,1450,2938
VA,22443,32255,1575,3114
VA,22443,57065,3304,7270
VA,22443,25309,1659,6122
VA,22448,2962,0,99
VA,22448,5706,66,258
VA,22448,6900,170,654
VA,22448,8996,284,983
VA,22448,17602,875,2354
VA,22448,12595,772,2147
VA,22454,4016,49,55
VA,22454,7900,189,395
VA,22454,7563,282,563
VA,22454,5253,204,467
VA,22454,12905,798,1932
VA,22454,0,0,0
VA,22460,4167,47,52
VA,22460,7117,140,348
VA,22460,6854,125,533
VA,22460,5009,146,456
VA,22460,5223,288,590
VA,22460,0,0,0
VA,22469,5484,50,72
VA,22469,7579,154,327
VA,22469,5259,173,389
VA,22469,5544,207,526
VA,22469,10470,737,1220
VA,22469,0,0,0
VA,22473,9224,173,115
VA,22473,17520,397,799
VA,22473,16487,494,1294
VA,22473,15575,613,1459
VA,22473,37203,1855,4506
VA,22473,18622,1146,3465
VA,22476,799,0,0
VA,22476,2401,0,177
VA,22476,0,0,0
VA,22476,2873,209,295
VA,22476,0,0,0
VA,22476,0,0,0
VA,22480,2107,68,32
VA,22480,4126,149,203
VA,22480,5173,176,354
VA,22480,6257,214,502
VA,22480,21879,1116,2505
VA,22480,22675,1230,4031
VA,22482,8554,108,119
VA,22482,13152,300,693
VA,22482,13231,428,991
VA,22482,11828,433,1128
VA,22482,27545,1437,3329
VA,22482,23370,1546,4366
VA,22485,36523,383,716
VA,22485,66195,1351,3562
VA,22485,84778,3128,6773
VA,22485,108988,5369,10235
VA,22485,324576,19444,39881
VA,22485,100585,6516,18358
VA,22488,4709,42,42
VA,22488,6839,100,244
VA,22488,4620,176,367
VA,22488,2439,122,199
VA,22488,13064,804,2280
VA,22488,0,0,0
VA,22503,8979,118,128
VA,22503,12892,247,599
VA,22503,11875,466,844
VA,22503,10604,383,963
VA,22503,23900,1341,2835
VA,22503,17525,1274,3179
VA,22504,677,0,0
VA,22504,2280,228,177
VA,22504,0,0,0
VA,22504,2522,0,277
VA,22504,0,0,0
VA,22504,0,0,0
VA,22508,20614,472,361
VA,22508,48050,1443,2470
VA,22508,67945,2863,5319
VA,22508,76511,3804,7042
VA,22508,150896,9007,18396
VA,22508,58058,4027,11131
VA,22511,3318,0,30
VA,22511,4869,126,218
VA,22511,4728,116,367
VA,22511,4878,161,408
VA,22511,10289,532,1335
VA,22511,6394,359,1094
VA,22514,5533,64,122
VA,22514,11232,263,596
VA,22514,10263,347,793
VA,22514,8091,361,715
VA,22514,17915,1135,2120
VA,22514,0,0,0
VA,22520,12364,132,195
VA,22520,21635,439,1123
VA,22520,22180,656,1832
VA,22520,22043,846,1981
VA,22520,35377,1911,4490
VA,22520,12935,744,2418
VA,22534,6119,53,125
VA,22534,11207,248,596
VA,22534,11853,460,862
VA,22534,12220,542,1078
VA,22534,26254,1646,3537
VA,22534,0,0,0
VA,22535,1585,0,29
VA,22535,2689,0,143
VA,22535,1988,263,179
VA,22535,1981,0,190
VA,22535,10066,703,1514
VA,22535,0,0,0
VA,22538,770,0,12
VA,22538,2276,207,146
VA,22538,0,0,0
VA,22538,3134,0,309
VA,22538,0,0,0
VA,22538,0,0,0
VA,22539,3903,103,49
VA,22539,7583,225,357
VA,22539,8795,300,694
VA,22539,9568,320,895
VA,22539,24840,1286,3081
VA,22539,21771,1197,3617
VA,22542,3591,0,76
VA,22542,8227,246,415
VA,22542,9369,392,727
VA,22542,8221,403,716
VA,22542,16903,1052,1986
VA,22542,0,0,0
VA,22546,30039,448,573
VA,22546,72297,1924,3640
VA,22546,76218,3015,5741
VA,22546,73130,3670,6493
VA,22546,124807,7687,14737
VA,22546,16971,1116,3245
VA,22551,34114,457,663
VA,22551,65423,1636,3384
VA,22551,76061,3139,5627
VA,22551,79079,4016,6949
VA,22551,196227,12988,23575
VA,22551,138703,9666,28637
VA,22553,24591,394,531
VA,22553,45757,1212,2568
VA,22553,60062,2439,4762
VA,22553,67558,3333,5967
VA,22553,221730,14915,26817
VA,22553,130478,8446,27411
VA,22554,72047,1129,1422
VA,22554,147795,3651,7366
VA,22554,195562,8615,14376
VA,22554,227681,12730,20097
VA,22554,844934,55747,104130
VA,22554,454774,30481,87179
VA,22556,43739,599,879
VA,22556,77753,2072,3703
VA,22556,95174,4572,6820
VA,22556,115569,6782,10251
VA,22556,382562,26200,46235
VA,22556,215761,15258,40387
VA,22560,17495,194,305
VA,22560,29914,597,1511
VA,22560,26505,942,2106
VA,22560,21553,931,1865
VA,22560,37375,2232,4483
VA,22560,33454,2322,9487
VA,22567,5743,59,111
VA,22567,11631,237,590
VA,22567,13288,525,952
VA,22567,11691,630,985
VA,22567,22801,1375,2668
VA,22567,7159,542,1232
VA,22572,12980,171,194
VA,22572,24812,394,1205
VA,22572,21180,592,1570
VA,22572,17309,602,1513
VA,22572,29776,1523,3529
VA,22572,12458,757,2484
VA,22576,3531,0,49
VA,22576,5339,209,300
VA,22576,6064,182,460
VA,22576,5351,246,477
VA,22576,11075,617,1316
VA,22576,9826,446,1788
VA,22578,5212,148,98
VA,22578,9031,229,452
VA,22578,7662,311,558
VA,22578,9975,399,859
VA,22578,25081,1456,2921
VA,22578,29154,1858,5879
VA,22580,10713,142,178
VA,22580,20270,403,1117
VA,22580,18525,600,1373
VA,22580,18453,917,1662
VA,22580,28417,1586,3382
VA,22580,18105,819,2738
VA,22601,69460,662,1350
VA,22601,129233,1948,7342
VA,22601,101382,2827,8958
VA,22601,77459,3257,7693
VA,22601,166711,9865,21184
VA,22601,213692,13063,52691
VA,22602,53896,568,1106
VA,22602,110166,2169,6109
VA,22602,120128,4147,9499
VA,22602,127713,5682,11505
VA,22602,286385,16680,34534
VA,22602,180779,11995,39240
VA,22603,31160,316,623
VA,22603,61976,1086,3335
VA,22603,59717,1666,4689
VA,22603,53132,2148,4688
VA,22603,123255,6813,14521
VA,22603,97903,5840,21026
VA,22610,3952,64,76
VA,22610,7871,182,416
VA,22610,7354,305,589
VA,22610,8052,356,754
VA,22610,18176,1043,2233
VA,22610,7101,463,1247
VA,22611,15658,300,323
VA,22611,29528,569,1760
VA,22611,34923,1354,2910
VA,22611,40361,1997,3816
VA,22611,111465,7305,13734
VA,22611,87070,5562,18557
VA,22620,3370,80,69
VA,22620,7663,160,459
VA,22620,10603,439,871
VA,22620,9107,580,830
VA,22620,28786,1772,3609
VA,22620,20550,1685,4609
VA,22623,893,0,0
VA,22623,2215,0,151
VA,22623,2901,226,211
VA,22623,2019,0,168
VA,22623,3619,221,437
VA,22623,0,0,0
VA,22624,5005,55,98
VA,22624,9219,253,519
VA,22624,11894,385,971
VA,22624,11854,541,1115
VA,22624,27404,1636,3254
VA,22624,12264,857,2485
VA,22625,5153,78,103
VA,22625,13047,297,716
VA,22625,16493,612,1233
VA,22625,18424,884,1621
VA,22625,42744,2542,5278
VA,22625,12596,771,2445
VA,22627,1456,0,27
VA,22627,3875,163,185
VA,22627,3063,143,258
VA,22627,3543,180,347
VA,22627,10072,721,1212
VA,22627,12850,841,2541
VA,22630,65937,730,1301
VA,22630,119026,2360,6710
VA,22630,133085,4652,10612
VA,22630,129449,5933,12061
VA,22630,251917,14720,30795
VA,22630,91413,5484,18656
VA,22637,4196,63,82
VA,22637,8069,154,467
VA,22637,10199,361,791
VA,22637,10930,444,1002
VA,22637,21859,1203,2797
VA,22637,0,0,0
VA,22639,836,0,20
VA,22639,1863,241,110
VA,22639,2285,0,187
VA,22639,2782,181,240
VA,22639,11240,818,1332
VA,22639,22345,1563,5632
VA,22640,611,0,17
VA,22640,1374,0,93
VA,22640,3207,190,287
VA,22640,0,0,0
VA,22640,9258,562,1517
VA,22640,0,0,0
VA,22641,506,0,0
VA,22641,1038,0,68
VA,22641,1407,227,116
VA,22641,2948,0,338
VA,22641,0,0,0
VA,22641,0,0,0
VA,22642,7263,139,178
VA,22642,15242,380,854
VA,22642,22885,856,2026
VA,22642,26605,1426,2600
VA,22642,56199,3610,7089
VA,22642,16892,1108,3366
VA,22643,425,0,0
VA,22643,2499,217,162
VA,22643,0,0,0
VA,22643,1783,0,187
VA,22643,5130,353,683
VA,22643,9632,729,1749
VA,22644,4418,0,91
VA,22644,9410,229,526
VA,22644,10926,353,805
VA,22644,10654,431,1000
VA,22644,16899,935,2026
VA,22644,10826,498,1607
VA,22645,8182,96,167
VA,22645,15235,259,885
VA,22645,15055,448,1248
VA,22645,15115,640,1357
VA,22645,40055,2499,4849
VA,22645,18368,1318,3615
VA,22650,1926,0,30
VA,22650,4285,80,207
VA,22650,4728,135,400
VA,22650,3755,130,320
VA,22650,5718,350,724
VA,22650,0,0,0
VA,22652,2516,0,48
VA,22652,5801,144,312
VA,22652,6712,240,481
VA,22652,5322,248,505
VA,22652,17565,1024,2216
VA,22652,0,0,0
VA,22654,1394,53,28
VA,22654,2650,0,164
VA,22654,4779,340,402
VA,22654,3023,0,291
VA,22654,10575,630,1541
VA,22654,0,0,0
VA,22655,37873,313,797
VA,22655,82978,1621,4674
VA,22655,91564,3012,7276
VA,22655,99033,4288,8930
VA,22655,201737,11157,24203
VA,22655,60911,3458,12855
VA,22656,5868,43,123
VA,22656,12547,229,704
VA,22656,13297,579,1021
VA,22656,16165,853,1382
VA,22656,45257,2823,5561
VA,22656,15890,910,3567
VA,22657,23382,267,427
VA,22657,50902,874,2904
VA,22657,54154,1582,4368
VA,22657,50004,1922,4509
VA,22657,73693,4006,9031
VA,22657,18757,1092,3655
VA,22660,3671,0,49
VA,22660,8342,125,505
VA,22660,7135,239,574
VA,22660,6593,224,575
VA,22660,15022,778,1902
VA,22660,0,0,0
VA,22663,3779,46,70
VA,22663,6459,79,327
VA,22663,5856,195,467
VA,22663,4956,232,427
VA,22663,10386,627,1246
VA,22663,14934,658,2930
VA,22664,21895,222,369
VA,22664,38739,612,2049
VA,22664,38152,1207,2876
VA,22664,32070,1200,2816
VA,22664,54300,2765,6404
VA,22664,21082,1198,4102
VA,22701,67222,822,1157
VA,22701,136300,3107,6843
VA,22701,126883,4869,9416
VA,22701,134043,6705,11554
VA,22701,269084,16622,32039
VA,22701,123467,7915,26409
VA,22709,2118,0,41
VA,22709,3697,142,157
VA,22709,3616,129,249
VA,22709,3261,114,291
VA,22709,9570,585,1467
VA,22709,0,0,0
VA,22712,17068,162,331
VA,22712,38262,1067,2090
VA,22712,42125,1910,3224
VA,22712,40972,2285,3559
VA,22712,97556,6375,11660
VA,22712,17670,1110,3201
VA,22713,2200,0,38
VA,22713,4729,208,256
VA,22713,5446,229,413
VA,22713,5052,275,415
VA,22713,15214,976,1883
VA,22713,11492,992,2494
VA,22714,1829,91,33
VA,22714,3600,0,195
VA,22714,4249,135,327
VA,22714,4343,217,347
VA,22714,16339,1084,2256
VA,22714,0,0,0
VA,22715,2162,49,40
VA,22715,4967,112,264
VA,22715,5484,131,392
VA,22715,5304,206,458
VA,22715,12967,669,1939
VA,22715,0,0,0
VA,22716,1922,71,31
VA,22716,3271,213,155
VA,22716,2957,0,236
VA,22716,2958,147,270
VA,22716,12195,679,1868
VA,22716,0,0,0
VA,22718,1344,74,32
VA,22718,2285,0,116
VA,22718,3838,264,316
VA,22718,2624,0,243
VA,22718,8068,551,1243
VA,22718,0,0,0
VA,22719,609,0,0
VA,22719,1557,0,87
VA,22719,2469,385,242
VA,22719,0,0,0
VA,22719,4705,0,741
VA,22719,0,0,0
VA,22720,1484,0,31
VA,22720,2346,150,134
VA,22720,3808,187,298
VA,22720,4763,252,444
VA,22720,17823,1212,2480
VA,22720,0,0,0
VA,22724,3415,0,69
VA,22724,5502,242,314
VA,22724,7086,336,583
VA,22724,12232,644,1062
VA,22724,42104,2820,5152
VA,22724,31237,1746,5921
VA,22726,1506,0,21
VA,22726,2707,81,135
VA,22726,3426,169,252
VA,22726,3227,210,263
VA,22726,8684,524,1290
VA,22726,0,0,0
VA,22727,10801,111,205
VA,22727,21216,337,1166
VA,22727,21233,712,1625
VA,22727,21583,860,1853
VA,22727,41559,2430,4961
VA,22727,27172,2076,6094
VA,22728,5469,84,114
VA,22728,11600,263,698
VA,22728,12805,641,1023
VA,22728,14142,827,1224
VA,22728,42771,2921,5127
VA,22728,18146,1304,3544
VA,22731,535,0,59
VA,22731,722,0,0
VA,22731,3281,184,263
VA,22731,0,0,0
VA,22731,0,0,0
VA,22731,0,0,0
VA,22732,563,72,0
VA,22732,1239,0,75
VA,22732,1504,0,111
VA,22732,4357,185,547
VA,22732,0,0,0
VA,22732,0,0,0
VA,22733,2428,0,36
VA,22733,5572,160,285
VA,22733,3831,141,263
VA,22733,4346,217,334
VA,22733,10638,557,1324
VA,22733,10089,510,2046
VA,22734,5680,53,95
VA,22734,12428,262,698
VA,22734,15438,568,1214
VA,22734,13109,736,1195
VA,22734,28298,1742,3366
VA,22734,6936,453,1314
VA,22735,3965,56,69
VA,22735,7497,217,341
VA,22735,8847,350,663
VA,22735,9194,495,812
VA,22735,20915,1280,2966
VA,22735,0,0,0
VA,22736,1073,0,21
VA,22736,1951,122,116
VA,22736,1753,0,157
VA,22736,2964,126,237
VA,22736,5930,389,791
VA,22736,0,0,0
VA,22737,6029,141,119
VA,22737,11340,290,590
VA,22737,12880,566,915
VA,22737,14728,786,1181
VA,22737,28846,1832,3408
VA,22737,14171,796,2709
VA,22738,1983,0,38
VA,22738,3881,86,176
VA,22738,4810,141,395
VA,22738,3391,161,302
VA,22738,9787,528,1244
VA,22738,0,0,0
VA,22740,2760,0,46
VA,22740,4926,153,270
VA,22740,5807,218,488
VA,22740,5896,306,509
VA,22740,13373,754,1635
VA,22740,21233,1432,4169
VA,22741,375,0,0
VA,22741,2043,207,107
VA,22741,0,0,0
VA,22741,3226,0,411
VA,22741,0,0,0
VA,22741,0,0,0
VA,22742,3072,0,72
VA,22742,5729,231,336
VA,22742,8617,434,733
VA,22742,9419,514,879
VA,22742,28038,1838,3718
VA,22742,0,0,0
VA,22747,2398,0,57
VA,22747,4788,233,261
VA,22747,5940,219,490
VA,22747,4897,272,489
VA,22747,13795,912,1683
VA,22747,22565,1597,4757
VA,22749,410,0,0
VA,22749,1482,131,89
VA,22749,1985,0,149
VA,22749,0,0,0
VA,22749,11832,811,2472
VA,22749,0,0,0
VA,22801,72216,525,1359
VA,22801,124804,2047,6325
VA,22801,103463,3035,8161
VA,22801,97065,3895,8685
VA,22801,212922,10879,25955
VA,22801,179761,10744,37686
VA,22802,67451,397,1209
VA,22802,122136,1801,6112
VA,22802,95735,2169,7228
VA,22802,71660,2425,6139
VA,22802,108213,5355,12555
VA,22802,65092,3706,13168
VA,22810,1594,0,25
VA,22810,3758,134,215
VA,22810,4400,147,364
VA,22810,5114,178,531
VA,22810,17669,986,2604
VA,22810,0,0,0
VA,22811,967,0,19
VA,22811,2691,0,132
VA,22811,2253,173,144
VA,22811,3084,0,320
VA,22811,0,0,0
VA,22811,0,0,0
VA,22812,13909,114,284
VA,22812,34835,583,1847
VA,22812,38455,938,2688
VA,22812,37013,1212,3074
VA,22812,65423,3137,7325
VA,22812,29842,1512,6352
VA,22815,17988,135,358
VA,22815,39958,561,2172
VA,22815,42421,951,2982
VA,22815,35257,1346,2941
VA,22815,42605,2097,5091
VA,22815,21592,1208,4152
VA,22821,12344,92,298
VA,22821,26429,378,1371
VA,22821,23154,503,1567
VA,22821,20439,583,1592
VA,22821,33809,1229,3650
VA,22821,21323,902,4254
VA,22824,14497,143,289
VA,22824,28709,478,1501
VA,22824,25667,633,1937
VA,22824,23322,863,1967
VA,22824,34743,1846,3950
VA,22824,15635,884,3000
VA,22827,24353,173,481
VA,22827,46468,514,2417
VA,22827,44329,899,3431
VA,22827,37655,1248,3457
VA,22827,51944,2531,6351
VA,22827,15787,865,2920
VA,22830,3370,0,66
VA,22830,8498,114,417
VA,22830,7295,113,498
VA,22830,5259,143,425
VA,22830,5881,203,658
VA,22830,0,0,0
VA,22831,1790,0,32
VA,22831,4265,93,231
VA,22831,3649,0,256
VA,22831,2535,191,192
VA,22831,3631,0,470
VA,22831,0,0,0
VA,22832,2101,0,41
VA,22832,5637,83,301
VA,22832,4576,99,325
VA,22832,5274,162,467
VA,22832,6764,361,821
VA,22832,6495,421,1165
VA,22834,2986,0,73
VA,22834,5567,133,256
VA,22834,4852,111,329
VA,22834,5582,232,447
VA,22834,14684,696,2344
VA,22834,0,0,0
VA,22835,26441,390,525
VA,22835,48532,847,2494
VA,22835,43975,1126,3435
VA,22835,40925,1480,3704
VA,22835,50565,2553,5994
VA,22835,24051,1391,4811
VA,22840,7867,96,169
VA,22840,17595,338,978
VA,22840,19988,584,1435
VA,22840,21184,863,1834
VA,22840,44828,2153,5407
VA,22840,21111,1267,4636
VA,22841,5351,39,108
VA,22841,12185,181,648
VA,22841,14376,278,1054
VA,22841,10163,346,861
VA,22841,19402,1101,2172
VA,22841,20934,1598,4373
VA,22842,11812,83,229
VA,22842,24256,330,1232
VA,22842,20385,449,1461
VA,22842,15521,505,1404
VA,22842,24287,1250,2991
VA,22842,11420,619,2358
VA,22843,4963,0,93
VA,22843,11573,202,593
VA,22843,11623,206,774
VA,22843,8807,227,762
VA,22843,13165,521,1669
VA,22843,0,0,0
VA,22844,9853,82,192
VA,22844,18423,308,966
VA,22844,17993,500,1357
VA,22844,14998,571,1250
VA,22844,24548,1188,2957
VA,22844,12938,845,2594
VA,22846,3319,0,58
VA,22846,6948,236,388
VA,22846,8343,216,605
VA,22846,9531,469,797
VA,22846,22626,1274,2671
VA,22846,17924,1109,3942
VA,22847,2215,0,43
VA,22847,4503,128,240
VA,22847,4154,126,317
VA,22847,3844,163,358
VA,22847,6800,383,848
VA,22847,0,0,0
VA,22849,11214,61,219
VA,22849,22119,317,1198
VA,22849,21340,498,1585
VA,22849,15740,541,1392
VA,22849,21015,1258,2883
VA,22849,0,0,0
VA,22850,1989,59,47
VA,22850,3920,0,215
VA,22850,5566,120,396
VA,22850,3633,128,328
VA,22850,7488,375,974
VA,22850,0,0,0
VA,22851,14393,73,243
VA,22851,24709,337,1161
VA,22851,18992,451,1342
VA,22851,15646,620,1400
VA,22851,21507,1319,2734
VA,22851,0,0,0
VA,22853,11005,61,202
VA,22853,23079,282,1214
